plus_station,minus_station,plus_lat,plus_lon,minus_lat,minus_lon,distance_km,polarity_difference_mm,combined_strength_mm,minimum_strength_mm,plus_strong_10_days,minus_strong_10_days,pair_score,judgment
020870,950116,43.545927763,144.71904104,43.408688594,144.77432357,15.898871258978463,42.129450000000006,42.129450000000006,20.140050000000002,55,22,7,B_境界候補
161214,950257,36.254556543,136.36497204,36.14561819,136.27895189,14.36351438111551,41.7444,41.7444,16.376,175,14,7,B_境界候補
960704,950466,32.844998937,131.13214964,32.740645812,131.0993058,12.002804873000125,41.7017,41.7017,17.6554,19,11,7,B_境界候補
960607,93064,35.511868032,139.02578033,35.623348895,138.97585916,13.19286425733512,41.657650000000004,41.657650000000004,16.647299999999998,20,16,7,B_境界候補
950333,960643,34.988570841,135.66544075,35.053135545,135.77330685,12.16651609192986,41.4803,41.4803,19.6781,14,15,7,B_境界候補
041130,221247,33.747604757,135.58993511,33.81560892,135.78210712,19.303462279288798,41.2124,41.2124,20.2177,23,13,7,B_境界候補
031111,071156,33.799082034,135.87108955,33.820425343,136.02434747,14.357121036377748,41.205200000000005,41.205200000000005,17.066300000000002,13,26,7,B_境界候補
950221,960591,36.507995511,138.55272312,36.616317688,138.59145583,12.531800994346497,40.87195,40.87195,17.52545,13,27,7,B_境界候補
950175,020914,38.682677337,141.44944034,38.743199691,141.31792799,13.247295208668689,40.76055,40.76055,19.7481,63,10,7,B_境界候補
021027,950393,35.105024148,133.91269369,34.98254237,133.96086716,14.308034724603228,39.8496,39.8496,13.56,96,10,7,B_境界候補
98H023,960622,34.752726313,138.03796875,34.679922668,138.09828998,9.794524279990723,39.7692,39.7692,19.652900000000002,13,7,7,B_境界候補
960607,93031,35.511868032,139.02578033,35.415350964,139.04518341,10.875122442283024,39.76495,39.76495,14.7546,20,12,7,B_境界候補
950387,021030,35.019771713,132.72051045,35.035211147,132.90209895,16.623415775712182,39.6088,39.6088,18.8932,96,37,7,B_境界候補
031106,960637,34.297926721,136.38849373,34.208156556,136.34293366,10.82470830418913,38.9582,38.9582,15.4521,21,67,7,B_境界候補
940083,021051,33.529150591,133.57826513,33.625803396,133.53102877,11.604050128271487,38.778349999999996,38.778349999999996,19.218049999999998,18,23,7,B_境界候補
020937,950202,37.669285308,139.9726925,37.566945074,140.07270971,14.390982016403624,36.563900000000004,36.563900000000004,15.4926,15,10,7,B_境界候補
111189,950419,33.870214744,133.77310308,33.936673859,133.68128793,11.243317489784932,35.8431,35.8431,14.704699999999999,48,12,7,B_境界候補
93066,93031,35.428519197,139.20487095,35.415350964,139.04518341,14.543727224974255,35.43365,35.43365,14.7546,34,12,7,B_境界候補
051144,960620,34.970566776,138.79465879,34.855033177,138.77652401,12.952733094064317,34.0702,34.0702,13.7712,10,21,7,B_境界候補
031122,021055,33.266124909,134.17811148,33.394895297,134.20553094,14.54345111753851,33.6139,33.6139,16.8056,16,10,7,B_境界候補
950441,950424,33.527760661,134.28080183,33.618499387,134.37202714,13.161742098020454,33.588899999999995,33.588899999999995,15.035599999999999,12,11,7,B_境界候補
031121,021055,33.367384102,134.05618998,33.394895297,134.20553094,14.19988341382587,31.700499999999998,31.700499999999998,14.8949,10,10,7,B_境界候補
031121,021053,33.367384102,134.05618998,33.497110609,134.09931541,14.969757760629943,30.4585,30.4585,14.8949,10,12,7,B_境界候補
93085,950297,34.77607503,138.78606249,34.865588812,138.92225491,15.925853301499082,49.76135,49.76135,22.782600000000002,3,32,6,B_境界候補
950490,021092,31.235220993,130.64036363,31.377233745,130.54060045,18.4171537579847,48.79755,48.79755,19.774,11,16,6,B_境界候補
161218,960719,31.513889904,130.50861795,31.624094351,130.6518961,18.287149165272663,48.6232,48.6232,18.6493,17,10,6,B_境界候補
960579,950259,35.968885939,136.18499827,35.945003504,135.98976975,17.77159519119048,48.51944999999999,48.51944999999999,20.446649999999998,122,3,6,B_境界候補
950384,021018,35.392613626,132.74321984,35.491909187,132.92199781,19.601129060326723,48.0916,48.0916,16.2571,13,16,6,B_境界候補
161218,021092,31.513889904,130.50861795,31.377233745,130.54060045,15.495402895601984,47.67285,47.67285,18.6493,17,16,6,B_境界候補
98H023,93092,34.752726313,138.03796875,34.738308217,138.22560516,17.218747162459984,47.3524,47.3524,19.652900000000002,13,53,6,B_境界候補
07S065,02P205,39.157856078,141.83520857,39.019750449,141.7533201,16.904901794715453,47.2202,47.2202,17.668599999999998,84,14,6,B_境界候補
98H023,960625,34.752726313,138.03796875,34.634540153,138.15903903,17.182095124976893,47.057900000000004,47.057900000000004,19.652900000000002,13,25,6,B_境界候補
950218,960589,36.665982716,139.61926267,36.6241737,139.49060441,12.384219162227419,46.7499,46.7499,17.708,8,32,6,B_境界候補
950490,950491,31.235220993,130.64036363,31.106201563,130.72306462,16.362354787413388,46.392,46.392,19.774,11,47,6,B_境界候補
161214,950255,36.254556543,136.36497204,36.394454954,136.38895026,15.703611626897988,46.25065,46.25065,20.88225,175,7,6,B_境界候補
191237,960689,33.291749764,130.10036023,33.196028628,129.94009334,18.314720135402233,46.2194,46.2194,18.892699999999998,29,29,6,B_境界候補
950210,020948,37.126291522,140.25995317,37.124698114,140.03543226,19.906231193100687,46.07155,46.07155,18.28475,10,26,6,B_境界候補
93046,950297,35.014826671,138.99792839,34.865588812,138.92225491,17.970995470385805,45.86024999999999,45.86024999999999,18.8815,27,32,6,B_境界候補
071153,041131,33.774573513,134.11417011,33.722511641,133.94087072,17.036419842481973,44.49425,44.49425,17.548099999999998,13,67,6,B_境界候補
020964,950241,37.107084092,138.45737366,37.231121474,138.3335848,17.622020994348695,44.444950000000006,44.444950000000006,13.99585,159,12,6,B_境界候補
950492,960726,30.530863514,130.96422505,30.39867317,130.90323756,15.818485492250081,43.3527,43.3527,20.1318,7,13,6,B_境界候補
960705,950471,33.537122406,131.35664244,33.496232996,131.16893626,17.985665839990258,43.2492,43.2492,21.0929,15,8,6,B_境界候補
161218,021091,31.513889904,130.50861795,31.450248725,130.34006135,17.48025700523736,42.9023,42.9023,18.6493,17,46,6,B_境界候補
950124,970788,43.120608295,144.12652648,43.101691446,143.90198408,18.34831731988612,42.703900000000004,42.703900000000004,19.463900000000002,12,27,6,B_境界候補
161216,93092,34.779780073,138.02325468,34.738308217,138.22560516,19.05183277519852,42.62650000000001,42.62650000000001,14.927000000000003,14,53,6,B_境界候補
131201,131195,38.411405366,140.85188119,38.548635825,140.85022446,15.26001226126208,42.5666,42.5666,18.1019,32,21,6,B_境界候補
93089,141209,34.84385693,137.93214901,34.943710795,138.08701182,17.96581874396433,42.4379,42.4379,18.256,91,18,6,B_境界候補
031107,071156,33.932947798,136.13996964,33.820425343,136.02434747,16.446384937757255,42.2702,42.2702,18.1313,20,26,6,B_境界候補
020987,960612,35.878418084,138.09571186,36.026163027,138.21448987,19.601136425065686,42.10365,42.10365,17.6805,17,18,6,B_境界候補
940035,970803,38.33101905,140.3661279,38.288975297,140.19995432,15.233914489947203,42.06095,42.06095,17.43645,37,11,6,B_境界候補
02S043,970818,34.876715807,138.01692895,35.044883195,138.08168709,19.608467810112867,41.926,41.926,17.5363,89,14,6,B_境界候補
93093,970820,34.715251301,138.05354374,34.849413101,138.17674712,18.685644605300713,41.8995,41.8995,19.3133,39,13,6,B_境界候補
960554,020929,39.199082534,140.50672786,39.05436725,140.4473721,16.886510195302034,41.86265,41.86265,19.61835,111,21,6,B_境界候補
970825,111188,33.969480985,135.73518157,34.081810241,135.753219,12.600568608507807,41.538399999999996,41.538399999999996,19.3102,17,5,6,B_境界候補
020969,940054,36.592089721,136.80641163,36.663410724,136.64994819,16.057407570860576,41.296,41.296,11.720899999999999,167,11,6,B_境界候補
111189,141207,33.870214744,133.77310308,33.751643887,133.66464451,16.5601733996696,40.941199999999995,40.941199999999995,19.802799999999998,48,20,6,B_境界候補
940059,020988,35.800482991,137.24837765,35.815552359,137.45088449,18.33818739689512,40.8363,40.8363,19.0389,16,17,6,B_境界候補
950124,241253,43.120608295,144.12652648,42.980160264,144.12035501,15.625157578206164,40.796350000000004,40.796350000000004,19.463900000000002,12,86,6,B_境界候補
051144,950297,34.970566776,138.79465879,34.865588812,138.92225491,16.480418966055293,40.74995,40.74995,13.7712,10,32,6,B_境界候補
93076,970815,35.173589524,138.72154411,35.117152245,138.6099761,11.928372927447507,40.3656,40.3656,19.3005,42,7,6,B_境界候補
950153,020901,40.625058851,141.19784249,40.5087477,141.33200761,17.195920087526414,40.296350000000004,40.296350000000004,19.56355,26,12,6,B_境界候補
93046,161217,35.014826671,138.99792839,35.149581889,139.11052537,18.152031409367513,40.209900000000005,40.209900000000005,18.8815,27,11,6,B_境界候補
031106,020999,34.297926721,136.38849373,34.420325141,136.47445931,15.732231401583919,40.1572,40.1572,15.4521,21,26,6,B_境界候補
021000,221247,33.877001603,135.92830434,33.81560892,135.78210712,15.129180943879687,40.140150000000006,40.140150000000006,19.92245,14,13,6,B_境界候補
031107,940066,33.932947798,136.13996964,34.060656892,136.1983656,15.186781312266648,40.044399999999996,40.044399999999996,18.1313,20,15,6,B_境界候補
940059,960619,35.800482991,137.24837765,35.911633847,137.20067369,13.0857996831979,39.778099999999995,39.778099999999995,19.0389,16,9,6,B_境界候補
970825,221247,33.969480985,135.73518157,33.81560892,135.78210712,17.649504943683997,39.5279,39.5279,19.3102,17,13,6,B_境界候補
950345,960649,35.090783476,134.97259299,34.936188116,134.94503866,17.372411193248222,39.4018,39.4018,17.7057,10,25,6,B_境界候補
021003,960643,35.155181263,135.63421564,35.053135545,135.77330685,16.995682707608214,39.3458,39.3458,17.543599999999998,19,15,6,B_境界候補
93066,950230,35.428519197,139.20487095,35.268600273,139.14241802,18.66250368136183,39.274,39.274,18.59495,34,17,6,B_境界候補
950221,03S046,36.507995511,138.55272312,36.379950241,138.47795214,15.730621877511627,39.23525,39.23525,17.52545,13,36,6,B_境界候補
960534,020897,41.185071796,140.49077538,41.121716296,140.29353803,17.953456058993485,39.2154,39.2154,18.0053,11,12,6,B_境界候補
950441,950440,33.527760661,134.28080183,33.603787681,134.10690607,18.195172084736246,39.16635,39.16635,18.5533,12,12,6,B_境界候補
161218,960722,31.513889904,130.50861795,31.49614881,130.69940896,18.195038994704184,38.9713,38.9713,18.6493,17,11,6,B_境界候補
98H023,970820,34.752726313,138.03796875,34.849413101,138.17674712,16.61772998477733,38.9662,38.9662,19.3133,13,13,6,B_境界候補
021012,221247,33.668758095,135.88208824,33.81560892,135.78210712,18.764361204873175,38.9049,38.9049,18.6872,41,13,6,B_境界候補
950400,950403,34.678814324,132.5402449,34.539156789,132.46347323,17.044692764387573,38.79835,38.79835,17.139,31,24,6,B_境界候補
071153,191228,33.774573513,134.11417011,33.869573115,133.97860223,16.383610491247726,38.6919,38.6919,17.548099999999998,13,26,6,B_境界候補
950210,020942,37.126291522,140.25995317,37.293039213,140.2127732,19.006431352425047,38.61279999999999,38.61279999999999,18.28475,10,17,6,B_境界候補
960557,970803,38.148090316,140.27117602,38.288975297,140.19995432,16.85607497679108,38.4043,38.4043,17.43645,61,11,6,B_境界候補
231252,960711,32.431935139,131.62719961,32.557046378,131.5306786,16.597645010635283,38.4033,38.4033,17.1067,14,40,6,B_境界候補
021008,950312,34.493870917,136.17315151,34.433139102,136.33426068,16.240850907963036,38.34475,38.34475,18.0917,41,18,6,B_境界候補
221248,161217,35.007072958,139.08060093,35.149581889,139.11052537,16.078538212950924,38.1733,38.1733,16.8449,10,11,6,B_境界候補
071153,950440,33.774573513,134.11417011,33.603787681,134.10690607,19.002406670126682,38.16115,38.16115,17.548099999999998,13,12,6,B_境界候補
020916,020914,38.660611379,141.16078104,38.743199691,141.31792799,16.44074051046633,38.14425,38.14425,17.1318,12,10,6,B_境界候補
161218,960776,31.513889904,130.50861795,31.67509829,130.46945723,18.305258237251724,38.1278,38.1278,18.6493,17,24,6,B_境界候補
950334,960763,34.746969904,135.86415381,34.698333977,135.70603181,15.430053625990354,37.969899999999996,37.969899999999996,15.069899999999999,14,11,6,B_境界候補
071153,960675,33.774573513,134.11417011,33.789531304,134.30146886,17.38998669818173,37.96835,37.96835,17.548099999999998,13,15,6,B_境界候補
051141,950447,33.103913131,132.96168705,33.171644954,132.79269145,17.444722889512075,37.8636,37.8636,17.4033,25,14,6,B_境界候補
950334,950335,34.746969904,135.86415381,34.777837244,135.68545666,16.680786171895306,37.8401,37.8401,14.9401,14,14,6,B_境界候補
960771,950451,33.346485769,130.44452069,33.50037764,130.52196379,18.56005691234874,37.66165,37.66165,15.58185,13,10,6,B_境界候補
950153,960539,40.625058851,141.19784249,40.676388222,141.37622102,16.09456716004532,37.5739,37.5739,16.8411,26,18,6,B_境界候補
020938,950201,37.591086076,140.57168542,37.560547027,140.75511477,16.517939206201962,37.398700000000005,37.398700000000005,17.716450000000002,31,16,6,B_境界候補
021036,021035,34.069230887,132.53163334,34.184635437,132.69196487,19.55681318280925,37.03345,37.03345,12.50075,12,42,6,B_境界候補
960516,020877,43.248408923,141.89093348,43.220892069,141.65202907,19.594381506489146,36.497150000000005,36.497150000000005,15.446150000000001,10,12,6,B_境界候補
031125,031126,32.86948362,132.98216935,32.762100645,132.81065621,19.986704340341,36.4611,36.4611,15.8249,11,10,6,B_境界候補
960534,950151,41.185071796,140.49077538,41.04321398,140.63590132,19.915512644151903,36.4362,36.4362,18.0053,11,19,6,B_境界候補
93071,93072,35.362077485,138.56343825,35.305538829,138.77067812,19.822586256734596,36.009,36.009,15.0497,12,10,6,B_境界候補
031106,950312,34.297926721,136.38849373,34.433139102,136.33426068,15.837552437226435,35.705149999999996,35.705149999999996,15.4521,21,18,6,B_境界候補
020991,950283,35.723487217,136.78462465,35.757782246,136.9753065,17.627145513905877,35.64535000000001,35.64535000000001,14.788900000000002,29,17,6,B_境界候補
950441,021055,33.527760661,134.28080183,33.394895297,134.20553094,16.34090968176428,35.3589,35.3589,16.8056,12,10,6,B_境界候補
161216,960622,34.779780073,138.02325468,34.679922668,138.09828998,13.050318512723841,35.0433,35.0433,14.927000000000003,14,7,6,B_境界候補
970799,970803,38.434335075,140.0946678,38.288975297,140.19995432,18.588175025645125,34.988150000000005,34.988150000000005,17.43645,23,11,6,B_境界候補
020973,940054,36.53726457,136.54068318,36.663410724,136.64994819,17.08482076255827,34.73845,34.73845,11.720899999999999,108,11,6,B_境界候補
93076,93072,35.173589524,138.72154411,35.305538829,138.77067812,15.335645863870477,34.3502,34.3502,15.0497,42,10,6,B_境界候補
93099,020995,34.937675171,137.57549517,35.100022413,137.57533444,18.052195598924282,34.2683,34.2683,16.5786,13,36,6,B_境界候補
161216,970820,34.779780073,138.02325468,34.849413101,138.17674712,16.009465199029812,34.240300000000005,34.240300000000005,14.927000000000003,14,13,6,B_境界候補
940067,950335,34.837997639,135.50097808,34.777837244,135.68545666,18.12251797704951,34.2183,34.2183,14.9401,18,14,6,B_境界候補
950441,021053,33.527760661,134.28080183,33.497110609,134.09931541,17.16740054214762,34.1169,34.1169,15.5636,12,12,6,B_境界候補
970823,950341,35.283342679,134.5882152,35.436745621,134.58249942,17.065502113501974,33.6482,33.6482,15.3354,15,21,6,B_境界候補
161216,141209,34.779780073,138.02325468,34.943710795,138.08701182,19.13396980211724,33.18300000000001,33.18300000000001,14.927000000000003,14,18,6,B_境界候補
021003,960642,35.155181263,135.63421564,35.275858584,135.54952752,15.467754654400638,32.1934,32.1934,14.6498,19,17,6,B_境界候補
950326,950310,34.869325699,136.05483189,34.742874062,136.18345469,18.31972195487577,31.8988,31.8988,15.5032,18,20,6,B_境界候補
950427,950428,34.217393702,133.71506882,34.068074543,133.64752087,17.72910048781701,30.710499999999996,30.710499999999996,15.326799999999999,10,14,6,B_境界候補
020944,950205,37.183086698,140.71602849,37.32546354,140.6621458,16.534266226820346,30.57335,30.57335,13.219899999999999,11,15,6,B_境界候補
021015,950379,35.506934864,133.49514155,35.345534459,133.43907704,18.651998242981623,47.042,47.042,16.056600000000003,3,12,5,B_境界候補
960772,950455,32.945584656,129.9896912,33.098473453,130.09417378,19.593522826564133,43.748850000000004,43.748850000000004,17.94075,14,6,5,B_境界候補
950218,020950,36.665982716,139.61926267,36.537631782,139.75280446,18.595610410585763,42.0724,42.0724,13.0305,8,10,5,B_境界候補
021062,950450,33.683068502,130.29691012,33.536140972,130.25082618,16.88579183182461,39.96585,39.96585,18.25855,14,4,5,B_境界候補
191237,950454,33.291749764,130.10036023,33.274849877,130.26872327,15.762656204192291,38.9116,38.9116,18.892699999999998,29,7,5,B_境界候補
021037,051147,34.195271727,131.7353312,34.043786835,131.83500743,19.181375629099012,38.816050000000004,38.816050000000004,18.30665,48,5,5,B_境界候補
960697,960773,32.660648463,130.2907218,32.581671435,130.43045143,15.75980521022287,38.69095,38.69095,18.60755,12,8,5,B_境界候補
93096,960622,34.755393242,137.91127878,34.679922668,138.09828998,19.04156180276687,36.9942,36.9942,16.8779,54,7,5,B_境界候補
960771,950454,33.346485769,130.44452069,33.274849877,130.26872327,18.174724651313667,35.600750000000005,35.600750000000005,15.58185,13,7,5,B_境界候補
